MOUNT
WRITE 0 256 0
READ 260352 256 0
WRITE 260352 256 249
READ 639744 256 0
WRITE 639744 256 195
READ 731136 256 0
WRITE 731136 256 40
READ 401920 256 0
WRITE 401920 256 34
READ 963584 256 0
WRITE 963584 256 180
WRITE 963840 256 181
READ 96000 256 0
WRITE 96000 256 119
WRITE 96256 256 120
READ 522496 256 0
WRITE 522496 256 249
WRITE 522752 256 250
WRITE 523008 256 251
WRITE 523264 256 252
WRITE 523520 256 253
READ 121344 256 0
WRITE 121344 256 218
WRITE 121600 256 219
WRITE 121856 256 220
WRITE 122112 256 221
READ 39168 256 0
WRITE 39168 256 153
READ 827904 256 0
WRITE 827904 256 162
READ 442368 256 0
WRITE 442368 256 192
READ 461824 256 0
WRITE 461824 256 12
READ 936960 256 0
WRITE 936960 256 76
WRITE 937216 256 77
READ 520960 256 0
WRITE 520960 256 243
READ 469248 256 0
WRITE 469248 256 41
WRITE 469504 256 42
WRITE 469760 256 43
WRITE 470016 256 44
READ 966144 256 0
WRITE 966144 256 190
WRITE 966400 256 191
READ 596480 256 0
WRITE 596480 256 26
WRITE 596736 256 27
WRITE 596992 256 28
WRITE 597248 256 29
READ 305408 256 0
WRITE 305408 256 169
READ 353024 256 0
WRITE 353024 256 99
WRITE 353280 256 100
WRITE 353536 256 101
READ 932096 256 0
WRITE 932096 256 57
WRITE 932352 256 58
READ 181760 256 0
WRITE 181760 256 198
READ 100608 256 0
WRITE 100608 256 137
WRITE 100864 256 138
WRITE 101120 256 139
WRITE 101376 256 140
READ 44032 256 0
WRITE 44032 256 172
WRITE 44288 256 173
WRITE 44544 256 174
WRITE 44800 256 175
WRITE 45056 256 176
WRITE 45312 256 177
READ 28416 256 0
WRITE 28416 256 111
WRITE 28672 256 112
WRITE 28928 256 113
READ 435712 256 0
WRITE 435712 256 166
READ 950528 256 0
WRITE 950528 256 129
READ 149760 256 0
WRITE 149760 256 73
WRITE 150016 256 74
READ 555776 256 0
WRITE 555776 256 123
READ 373504 256 0
WRITE 373504 256 179
READ 74240 256 0
WRITE 74240 256 34
WRITE 74496 256 35
READ 600832 256 0
WRITE 600832 256 43
READ 956416 256 0
WRITE 956416 256 152
READ 22528 256 0
WRITE 22528 256 88
WRITE 22784 256 89
READ 713472 256 0
WRITE 713472 256 227
READ 350976 256 0
WRITE 350976 256 91
WRITE 351232 256 92
READ 565760 256 0
WRITE 565760 256 162
READ 730624 256 0
WRITE 730624 256 38
READ 425728 256 0
